id	KSGS1	KSGS2	KSGS5	KSGS6	KSGS1_GB	KSGS2_GB	KSGS5_GB	KSGS6_GB	TR_young	TR_old	TR_young_log	TR_old_log
Naip3	8	4	1	5	232	142	138	212	0.0320855615	0.0171428571	-1.4936903562	-1.765916794
Gm19583	8	7	3	6	271	196	248	277	0.0321199143	0.0171428571	-1.4932256215	-1.765916794
Itih5	14	31	19	8	772	735	662	912	0.0298606503	0.0171537484	-1.5249007385	-1.7656409639
Vmn1r69	8	2	3	4	271	145	172	236	0.0240384615	0.0171568627	-1.6190933306	-1.7655621231
Has2	3	3	3	5	191	188	218	248	0.0158311346	0.017167382	-1.8004879596	-1.7652959297
Vsig1	2	2	3	1	118	82	88	145	0.02	0.017167382	-1.6989700043	-1.7652959297
Sim2	5	1	5	8	421	315	334	423	0.0081521739	0.0171730515	-2.088726564	-1.7651525272
BC131871	3	5	1	9	334	237	254	328	0.0140105079	0.0171821306	-1.8535461213	-1.7649229846
Fbxw24	11	6	4	1	164	116	126	165	0.0607142857	0.0171821306	-1.21670911	-1.7649229846
Padi1	9	2	6	6	279	258	324	374	0.0204841713	0.0171919771	-1.6885816005	-1.7646741766
Hsd3b3	23	37	11	16	1194	2246	743	827	0.0174418605	0.0171974522	-1.7584071922	-1.7645358883
Rgma	4	8	7	12	491	363	449	655	0.0140515222	0.0172101449	-1.8522766246	-1.7642154724
Eps8l1	5	1	5	5	313	311	265	316	0.0096153846	0.017211704	-2.0170333393	-1.7641761324
Wasf3	7	9	7	17	798	616	641	753	0.0113154173	0.0172166428	-1.9463294268	-1.7640515321
Ncs1	4	21	6	11	543	418	448	539	0.0260145682	0.0172239108	-1.584783379	-1.7638682313
Crb2	2	8	7	2	251	251	238	284	0.0199203187	0.0172413793	-1.7007037171	-1.7634279936
Krt7	5	5	6	1	169	141	181	225	0.0322580645	0.0172413793	-1.4913616938	-1.7634279936
Gm16239	4	3	1	2	57	67	92	82	0.0564516129	0.0172413793	-1.2483236451	-1.7634279936
Gm8597	4	2	1	1	48	48	55	61	0.0625	0.0172413793	-1.2041199827	-1.7634279936
Plcb4	43	87	69	51	3537	3176	3318	3638	0.0193654104	0.0172512938	-1.7129732949	-1.7631783273
Flrt2	11	3	16	11	812	662	689	876	0.0094979647	0.0172523962	-2.0223694478	-1.7631505777
Actn2	14	3	11	9	612	447	474	685	0.0160528801	0.0172562554	-1.7944470387	-1.7630534403
Ugt3a1	4	7	11	11	464	517	717	557	0.0112130479	0.0172684458	-1.9502763222	-1.7627467472
Gm12436	8	2	7	8	477	357	414	454	0.0119904077	0.017281106	-1.9211660506	-1.7624284661
Tmem72	1	13	6	4	291	276	244	334	0.024691358	0.0173010381	-1.6074550232	-1.7619278384
4931563H17Rik	8	1	2	2	99	83	97	134	0.0494505495	0.0173160173	-1.3058288785	-1.7615519886
4931528G23Rik	8	4	3	1	98	91	113	118	0.0634920635	0.0173160173	-1.1972805581	-1.7615519886
Pde6c	12	6	9	8	548	599	433	548	0.0156931125	0.0173292559	-1.8042909128	-1.761220086
Efhd1	2	11	5	11	531	411	388	535	0.0138004246	0.0173347779	-1.8601075505	-1.7610817184
Sult3a2	3	1	2	1	74	52	61	112	0.0317460317	0.0173410405	-1.4983105538	-1.7609248484
Ube2u	1	7	15	4	561	429	444	651	0.0080808081	0.0173515982	-2.0925452076	-1.7606605182
Cdk2ap1	15	2	9	7	569	595	561	361	0.014604811	0.0173535792	-1.8355040589	-1.7606109384
Itgad	8	2	6	11	561	424	418	561	0.0101522843	0.0173646578	-1.9934362305	-1.7603337704
Speg	1	19	6	18	661	543	663	718	0.0166112957	0.0173787111	-1.7795964913	-1.7599824369
Fam196a	14	23	12	17	616	846	852	816	0.0253077975	0.0173860911	-1.5967456486	-1.7597980484
Gm15788	8	17	13	3	561	1157	522	398	0.0145518044	0.0173913043	-1.8370831508	-1.7596678447
Gm15131	2	3	3	1	141	88	112	118	0.0218340611	0.0173913043	-1.660865478	-1.7596678447
Igdcc4	7	16	4	8	365	298	338	352	0.0346907994	0.0173913043	-1.4597856924	-1.7596678447
Snap25	8	8	8	11	578	475	416	676	0.0151946819	0.0173992674	-1.8183083885	-1.7594690374
Ralgds	15	18	11	18	657	616	895	771	0.0259230165	0.0174069628	-1.5863144638	-1.7592769992
Cpsf4l	8	23	9	9	428	1184	695	338	0.0192307692	0.0174249758	-1.7160033436	-1.7588278164
BC148546	7	2	5	11	651	397	475	443	0.0085877863	0.0174291939	-2.0661187732	-1.7587226985
Dlx6os1	5	6	3	11	457	288	361	442	0.0147651007	0.0174346202	-1.8307635876	-1.7585875096
Sirpb1b	3	2	5	4	238	179	219	297	0.0119904077	0.0174418605	-1.9211660506	-1.7584071922
Gm42713	1	6	4	2	181	143	131	213	0.0216049383	0.0174418605	-1.6654469702	-1.7584071922
Gm5833	7	4	1	8	311	161	225	291	0.0233050847	0.0174418605	-1.6325493135	-1.7584071922
Ankef1	7	8	2	11	498	361	324	421	0.0174621653	0.0174496644	-1.7579019048	-1.7582129204
Gm15777	5	7	5	6	369	355	399	231	0.0165745856	0.0174603175	-1.7805573201	-1.7579478643
A931119A15Rik	11	5	3	1	155	91	98	131	0.0650406504	0.0174672489	-1.1868151244	-1.757775491
Mras	25	16	15	9	562	548	758	614	0.0369369369	0.0174927114	-1.4325391221	-1.7571428697
Lgsn	4	9	4	3	179	178	154	246	0.0364145658	0.0175	-1.4387248638	-1.7569619513
Vmn2r19	8	8	3	4	194	113	185	215	0.0521172638	0.0175	-1.2830183928	-1.7569619513
Pdzd9	6	4	1	7	252	335	241	216	0.0170357751	0.0175054705	-1.7686381012	-1.7568262131
Npffr2	7	3	2	9	336	247	267	361	0.0171526587	0.0175159236	-1.7656685548	-1.7565669586
RP23-132J19.1	6	6	6	7	354	236	324	418	0.0203389831	0.0175202156	-1.6916707656	-1.756460553
Smc1b	5	3	6	8	521	336	361	437	0.0093348891	0.0175438596	-2.0298908349	-1.7558748557
Gm12616	4	1	3	4	226	175	173	226	0.0124688279	0.0175438596	-1.9041743683	-1.7558748557
Tll2	15	21	21	16	1191	898	935	1173	0.0172331259	0.0175521822	-1.7636359392	-1.7556688825
Myh11	24	12	21	9	978	819	738	971	0.020033389	0.0175541252	-1.6982455763	-1.755620808
Sfta2	2	2	3	11	424	348	369	428	0.0051813472	0.017565872	-2.285557309	-1.7553302857
Epha11	3	5	4	8	375	228	298	385	0.0132669983	0.0175695461	-1.8772273251	-1.7552394576
P2ry6	3	14	11	11	516	551	514	738	0.0159325211	0.017571885	-1.797715498	-1.7551816481
Gm37193	3	1	7	3	355	264	231	338	0.0064620355	0.0175746924	-2.1896306577	-1.7551122664
Gm14697	4	1	1	9	246	216	216	353	0.0108225108	0.0175746924	-1.9656719712	-1.7551122664
Enah	11	21	16	17	917	715	732	1145	0.0196078431	0.0175812467	-1.7075701761	-1.7549503327
Osbpl1a	158	116	162	93	6388	11871	8581	5922	0.0150062983	0.0175825691	-1.8237264258	-1.7549176665
Gm29771	3	12	4	3	258	192	156	242	0.0333333333	0.0175879397	-1.4771212547	-1.7547850321
Trpv5	7	6	4	3	225	152	185	213	0.0344827586	0.0175879397	-1.4623979979	-1.7547850321
RP24-388A6.3	7	6	5	15	677	451	524	613	0.0115248227	0.0175901495	-1.9383657473	-1.754730469
Rasgrf2	24	31	45	22	2111	1474	1635	2171	0.0153417015	0.0176037835	-1.8141264705	-1.7543939813
Vmn2r25	2	3	2	3	156	111	131	153	0.0187265918	0.0176056338	-1.727541257	-1.7543483357
Gm14597	3	11	2	3	124	115	142	142	0.0585774059	0.0176056338	-1.2322698653	-1.7543483357
Prokr2	8	1	7	7	459	264	318	477	0.0124481328	0.0176100629	-1.9048957879	-1.754239093
Tmprss11g	1	11	2	6	219	153	183	271	0.0322580645	0.0176211454	-1.4913616938	-1.7539658659
Cdh16	11	4	7	1	219	181	213	241	0.0375	0.0176211454	-1.4259687323	-1.7539658659
Slc9a4	1	3	6	8	456	314	297	497	0.0051948052	0.0176322418	-2.2844307338	-1.7536924667
Atp6v1a4	26	17	7	17	661	725	593	768	0.031024531	0.0176340926	-1.5082947747	-1.7536468835
Gm11861	3	5	6	4	369	191	256	311	0.0142857143	0.0176366843	-1.84509804	-1.7535830589
Chrna2	4	5	9	3	368	591	417	263	0.0093847758	0.0176470588	-2.0275760977	-1.7533276667
2211119I11Rik	4	4	4	8	331	314	281	399	0.0124031008	0.0176470588	-1.9064697276	-1.7533276667
Hormad2	11	9	16	11	854	611	786	744	0.0136518771	0.0176470588	-1.864807629	-1.7533276667
Gm12116	4	7	3	3	179	122	153	187	0.0365448505	0.0176470588	-1.4371738104	-1.7533276667
Gm12813	4	2	1	2	93	53	56	114	0.0410958904	0.0176470588	-1.3862016054	-1.7533276667
Corin	11	19	46	11	1673	1341	1517	1712	0.0099535501	0.017652524	-2.0020219933	-1.7531931893
Creg2	2	1	5	5	291	237	271	294	0.0056818182	0.017699115	-2.2455126678	-1.7520484478
Gm33151	3	2	1	5	156	195	216	123	0.0142450142	0.017699115	-1.8463371121	-1.7520484478
Gm382	1	1	1	1	78	59	41	72	0.0145985401	0.017699115	-1.8356905715	-1.7520484478
Scgn	4	8	5	5	297	229	238	327	0.0228136882	0.017699115	-1.6418044981	-1.7520484478
Myo1a	16	1	1	5	146	121	171	168	0.063670412	0.017699115	-1.19606234	-1.7520484478
Bicd1	12	18	17	17	992	717	766	1154	0.0175541252	0.0177083333	-1.755620808	-1.7518223117
4931431C16Rik	7	12	6	7	332	514	448	286	0.0224586288	0.0177111717	-1.6486167621	-1.7517527076
2311118N11Rik	9	11	8	14	648	475	549	693	0.017809439	0.0177133655	-1.7493497606	-1.751698915
D331145A21Rik	3	1	5	4	297	182	197	311	0.0083507307	0.0177165354	-2.0782755221	-1.7516212028
Slc51a	3	3	4	5	195	296	279	229	0.0122199593	0.0177165354	-1.9129302417	-1.7516212028
Plxnc1	35	64	62	41	2552	2957	3325	2488	0.0179705936	0.0177189059	-1.7454375778	-1.7515630983
Gm11371	3	7	2	5	175	153	176	219	0.0304878049	0.017721519	-1.5158738437	-1.7514990556
Fer1l4	6	7	7	4	312	281	288	332	0.0219224283	0.0177419355	-1.6591113411	-1.7509990043
Trip12	41	98	92	61	4223	5111	5196	3421	0.0148917934	0.0177555994	-1.8270529963	-1.7506646621
4931412F11Rik	11	7	1	11	411	282	292	383	0.025974026	0.0177777778	-1.5854607295	-1.7501225268
Gpr68	17	8	12	8	457	458	414	711	0.0273224044	0.0177777778	-1.5634810854	-1.7501225268
Cyp2j7	14	15	4	4	222	181	192	258	0.0719602978	0.0177777778	-1.1429070482	-1.7501225268
Clrn1	5	2	5	4	288	212	227	279	0.014	0.0177865613	-1.8538719643	-1.7499080074
4931519L12Rik	6	7	3	2	131	111	136	145	0.0537190083	0.0177935943	-1.2698720137	-1.7497363156
Sh3kbp1	32	43	42	24	1778	1266	1547	2162	0.0246386334	0.0177945538	-1.6083833847	-1.7497128978
Wnt2b	5	11	11	6	375	468	498	457	0.0189798339	0.0178010471	-1.721707592	-1.7495544502
Gm3455	6	1	2	11	462	333	293	437	0.0088050314	0.0178082192	-2.0552690886	-1.7493795078
Gm35141	12	9	5	2	194	168	174	219	0.0580110497	0.0178117048	-1.2364892758	-1.7492945104
Cntfr	4	8	4	11	374	314	398	444	0.0174418605	0.0178147268	-1.7584071922	-1.7492208324
Dusp27	5	3	5	4	262	212	241	264	0.0168776371	0.0178217822	-1.7726883547	-1.7490488687
Prrx1	13	4	6	13	573	391	424	642	0.0176348548	0.0178236398	-1.7536281125	-1.7490036037
Gm29141	9	3	3	7	324	245	235	326	0.0210896309	0.0178253119	-1.6759310203	-1.7489628613
